#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE3681
#Date Time: 2020-09-23 11:31:50.675
#Start: 135 Hz
#Stop: 2.5e+07 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44198 V
#Offset: -0.00025017 V
#Relative: no
#Channel: Channel 2
#Range: 5.4844 V
#Offset: 0.000101632 V
#Relative: yes
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 100 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 5 V
#Negative Supply: Rdy
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
135.0000000000002,0.02123289622675117,10.72785080405983,179.8389069957631
146.3696867644178,0.02115378182075342,10.72783084829609,179.8265484240196
158.6969274334346,0.02127252995356973,10.72777962321273,179.8106053509758
172.0623671030174,0.02133149984480657,10.72773291560256,179.795779747061
186.5534427912062,0.02109429638580879,10.72798203272857,179.7797707078182
202.2649554531296,0.02124852506154645,10.7278462523837,179.7602617966932
219.2996901710627,0.0211965019217382,10.72782834844848,179.7372676474904
237.7690885768313,0.02139902017729945,10.72768785246364,179.7134746189929
257.7939779055689,0.02152489575575518,10.72757657818679,179.6945431790093
279.505361450306,0.02089959330639536,10.72813077326151,179.6667716227527
303.0452755885669,0.02119434752354966,10.72785219620646,179.635698615636
328.5677189876672,0.02133519596656524,10.72772220425692,179.6084432604776
356.2396600675847,0.02129519668624139,10.72773271391388,179.5756815191949
386.2421293122592,0.02111242374869131,10.72799336854647,179.5370783987841
418.7714035752368,0.02116219808222169,10.7279073864813,179.4997307763832
454.0402901274282,0.02076937445341657,10.72825860610035,179.4610862972754
492.2795188472368,0.02048795865043385,10.7285274550804,179.4121121503718
533.7392516608008,0.02068971925954301,10.72834767205269,179.3622550465408
578.6907191071551,0.02151687323592085,10.72749760827731,179.3079998289928
627.42799473474,0.02094362652797575,10.72821005263504,179.252382423177
680.2699189374102,0.02145468220135478,10.72769958268564,179.1850782417578
737.5621848157356,0.02118823674010056,10.72795585374403,179.1144816044482
799.6795997093238,0.02144568736209748,10.72774101093831,179.0376347495049
867.0285371951732,0.0215535682483226,10.7276784472599,178.9592072628844
940.0495955930996,0.02068603957115809,10.72852385190595,178.8645900137552
1019.220480370216,0.02149430977411645,10.72788347519844,178.7634981709849
1105.059129301243,0.02091549426717313,10.7286958954077,178.6512524102596
1198.127100829501,0.02101315822404077,10.72924615370717,178.5275023620426
1299.03324779536,0.02117336021844096,10.72925600436622,178.3862986198974
1408.437700565711,0.02136173517265933,10.72954259104102,178.2360658807087
1527.056185622217,0.02057223617021928,10.73100869261644,178.0642739463932
1655.664707860665,0.02153191493290793,10.73086655404867,177.86811371565
1795.104627233086,0.02205550064465958,10.73147989536879,177.6504968829408
1946.28816294417,0.02155746876778212,10.73360045862651,177.4040597178611
2110.204361210603,0.02077036712350536,10.7358167233045,177.1203308758429
2287.925565624474,0.02231660854930797,10.73634390580144,176.7930830467024
2480.614432450049,0.02198161709497603,10.73832413839434,176.4147631344573
2689.531536748197,0.02286696721247429,10.73974332213452,175.9684393466048
2916.043619087822,0.02364664844062907,10.74087752589302,175.4438479373771
3161.632526794536,0.02344546745107624,10.74289184231411,174.80644957705
3427.904908230441,0.02328554317493804,10.74361462561654,174.0409652117822
3716.602723525177,0.02502019714700394,10.74126189605014,173.1006132543438
4029.614640519712,0.02514803502800409,10.73715700041891,171.9604332581676
4368.98839047541,0.02469633555712564,10.72877864373777,170.584453866526
4736.94416437972,0.02567406924308862,10.71358826030322,168.9710273834276
5135.88913748737,0.02124474530223601,10.69267046344502,167.1183376393817
5568.433217117037,0.02147164480566042,10.66508683334688,165.0431370790687
6037.406116725912,0.02727269546215022,10.6319471362453,162.7409830954082
6545.87586796111,0.02993486626132037,10.58959107572588,160.1919616843305
7097.168891794268,0.03120317342562897,10.53959011867063,157.365076506498
7694.891760045132,0.02851786967927499,10.47978746654416,154.2552558213246
8342.954789658559,0.02818735371614464,10.409746326898,150.8371485375568
9045.597624089027,0.03408177501844933,10.32684874930937,147.0839359072286
9807.416969147165,0.03537943720558193,10.22844645259514,142.9812780009913
10633.39666475633,0.02771609075843536,10.11222269101622,138.5029925149939
11528.94028934952,0.03827627552559906,9.97510763660191,133.6042543829921
12499.90651020562,0.03591835187073925,9.813367841781458,128.2715441438752
13552.64741098741,0.03950700163864053,9.622406671603114,122.4835340299281
14694.05004722091,0.04365649793877811,9.417699035416183,116.5691792525132
15931.58150157328,0.04371651758986214,9.516512064885889,115.5868268640595
17273.337733682,0.04603390751393605,9.600898058435202,115.443296727114
18728.09654411133,0.04717714569379482,9.604781068766204,115.3875402350855
20305.37499892844,0.04681922469736391,9.496366900824931,115.1536662297604
22015.49169057175,0.05148401330208197,9.270361669032916,112.8710832038942
23869.63424232318,0.04777005693743479,8.953950400289955,109.8580556493802
25879.93249800038,0.05480159614986757,8.615897496042944,108.2344245261171
28059.53787567837,0.0549310596777939,8.206581835571278,106.6069583139339
