#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE3681
#Date Time: 2020-09-23 11:11:39.898
#Start: 1110 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44198 V
#Offset: -0.00025017 V
#Relative: no
#Channel: Channel 2
#Range: 5.4844 V
#Offset: 0.000101632 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1110,0.02210427855212362,10.74698175341441,-1.392024011498059
1161.504309777328,0.02235530594370921,10.74722846661183,-1.453931684565859
1215.398433902075,0.02175488246495971,10.74781032229908,-1.529771519243894
1271.793260426914,0.02190901834075743,10.74800538403897,-1.613725980238115
1330.804822641097,0.02187486415119313,10.74831124907039,-1.701761133582451
1392.554537810887,0.02216166155178455,10.74862749041305,-1.79259015665415
1457.169456997585,0.02154642151896118,10.7498281768867,-1.893302822161289
1524.78252646719,0.02218589075734738,10.74963265045425,-1.994215698615761
1595.532861229551,0.02234135593848367,10.74974092398341,-2.110218757586836
1669.566031269796,0.02183403048262589,10.75062387055174,-2.22901997797571
1747.034361060984,0.02190763608302326,10.7512300155546,-2.361041439617409
1828.097242974245,0.02256242396779071,10.75127378224968,-2.502987286505032
1912.921465231202,0.02306829923650489,10.75213192245213,-2.655226402375376
2001.681555073512,0.02297971624328911,10.75260504918303,-2.815812396127555
2094.560137855555,0.02340749489075439,10.75341034845931,-2.993969471543892
2191.748312799116,0.02280502424701731,10.75507631897548,-3.190356833771418
2293.446046183204,0.02370237080090913,10.75519423096507,-3.402558660506713
2399.862582777982,0.02327721078426263,10.75639486071872,-3.632518576932947
2511.216876369346,0.02369471356374494,10.75666407545509,-3.881438661272199
2627.738040259955,0.02394501998239438,10.75783377394495,-4.166976788010395
2749.665818673659,0.02426309627853896,10.75861551805332,-4.476004352666266
2877.251080033203,0.02365192425793368,10.75917676477223,-4.823624957348457
3010.756333126158,0.02381370811974613,10.75945239912048,-5.209889131047664
3150.456267221092,0.02463666313756368,10.75857085119155,-5.631548423706164
3296.638317245302,0.02530308321082946,10.75817780464422,-6.116114615927444
3449.603255186929,0.02447037104005722,10.75730546719081,-6.654649191931298
3609.665808938302,0.02534688549941264,10.75418066145942,-7.252410634737544
3777.155309853776,0.02544784212583455,10.7508205925981,-7.912132708517419
3952.416370354484,0.0266493748560739,10.74556157039021,-8.644187941806507
4135.809592974049,0.02647108003150336,10.73961209517845,-9.442230162932205
4327.71231230429,0.02610778822975268,10.73180415495091,-10.323159954377
4528.51937136742,0.02621631554488744,10.72186711115127,-11.26263073348946
4738.643934012041,0.02683403248752256,10.71093384183701,-12.26643394308045
4958.518335004657,0.02808888704618044,10.69771550516431,-13.34090058523878
5188.594969565592,0.02833177665558766,10.68287821714818,-14.47071048815111
5429.347224179631,0.02821314826964818,10.66609217485454,-15.67231502613241
5681.270450596579,0.02965496087290825,10.64623430068944,-16.95776987381961
5944.882985025681,0.02997087044077711,10.62534096886034,-18.30463581342292
6220.727214620922,0.02985730384726861,10.60171387707751,-19.73341393539188
6509.370693451625,0.01922657870646846,10.57588114998554,-21.23944885773076
6811.407310254311,0.03294046444404724,10.54576529454426,-22.83019022808008
